Data;Temperatura;Umidade;Maquina;Vibracao1;Vibracao2;Vibracao3;Vibracao4;Vibracao5;Vibracao6;HorasDesdeAUltimaFalha;FalharaEmBreve
2016-08-10;67;85;Hercules;353;406;1075;919;1358;296;125;Não
2016-07-08;66;89;Hercules;1066;1890;340;1659;1571;543;25;Não
2016-12-17;67;85;Hercules;864;1344;1838;1553;1133;1146;7;Não
2016-04-06;62;85;Hercules;188;1827;590;685;359;437;89;Não
2016-05-06;65;85;Hercules;1438;889;268;1187;1240;1220;38;Não
2016-10-09;64;86;Hercules;418;879;593;1891;936;758;13;Não
2016-11-02;68;88;Hercules;1590;1265;1745;1784;519;610;167;Não
2016-02-12;61;79;Hercules;788;1095;643;1320;1832;1123;13;Não
2016-02-09;62;76;Hercules;749;896;876;1660;893;612;248;Não
2016-09-06;60;94;Hercules;403;1547;1176;1420;1098;1083;46;Não
2016-02-03;62;78;Hercules;775;755;359;166;600;777;101;Não
2016-03-10;67;79;Hercules;204;647;633;1595;1725;1803;21;Não
2016-04-24;68;83;Hercules;1977;1212;1375;1648;435;190;318;Não
2016-05-12;67;86;Hercules;1930;713;682;1138;1257;1054;2;Não
2016-06-08;68;79;Hercules;298;723;1558;1604;1880;1514;53;Não
2016-11-23;61;79;Hercules;1917;404;1875;1052;1156;1849;147;Não
2016-07-17;65;88;Hercules;1004;1197;1996;675;646;1458;45;Não
2016-11-29;66;82;Hercules;1529;580;451;942;309;753;95;Não
2016-05-06;66;78;Hercules;197;1579;1484;1275;868;855;35;Não
2016-07-11;64;92;Hercules;344;490;1750;386;1778;410;20;Não
2016-06-08;60;82;Hercules;1303;1538;936;1723;770;165;49;Não
2016-04-30;63;77;Hercules;1372;798;847;1831;229;369;78;Não
2016-02-24;68;77;Hercules;218;1129;1195;910;1794;1136;149;Não
2016-12-20;63;85;Hercules;174;1542;743;1204;1090;1291;78;Não
2016-03-13;68;82;Hercules;1425;762;1672;236;536;1639;20;Não
2016-01-28;66;81;Hercules;1953;983;1017;1152;165;1127;55;Não
2016-02-12;63;75;Hercules;849;287;1721;1972;1601;1173;19;Não
2016-11-29;66;81;Hercules;1841;880;1730;1938;1440;1041;101;Não
2016-04-27;63;79;Hercules;1541;936;684;196;1571;1289;4;Não
2016-08-01;67;82;Hercules;1876;1601;1645;1952;739;756;4;Não
2016-08-19;64;95;Hercules;518;197;1199;1182;1176;331;160;Não
2016-10-09;65;88;Hercules;557;1088;883;1054;960;1796;18;Não
2016-01-13;63;79;Hercules;323;170;1713;629;617;1543;21;Não
2016-08-22;63;93;Hercules;1033;254;1280;837;290;1945;234;Não
2016-09-24;66;82;Hercules;1650;2004;1198;520;265;1591;5;Não
2016-07-08;68;90;Hercules;1523;289;689;1314;1634;255;21;Não
2016-12-26;65;76;Hercules;879;551;456;224;1371;707;29;Não
2016-03-22;65;84;Hercules;205;593;414;834;1885;360;64;Não
2016-01-28;66;79;Hercules;708;196;927;201;1660;1719;52;Não
2016-11-26;66;81;Hercules;475;1169;1174;1766;1999;1407;25;Não
2016-12-26;68;76;Hercules;1843;1145;607;1085;591;1038;30;Não
2016-12-17;68;78;Hercules;878;182;1336;411;1959;352;4;Não
2016-11-11;60;84;Hercules;352;356;750;1071;1920;257;36;Não
2016-10-12;60;87;Hercules;1312;1842;196;1272;902;212;89;Não
2016-12-05;61;79;Hercules;795;1193;996;456;554;1977;31;Não
2016-05-27;63;77;Hercules;753;351;909;293;1112;402;6;Não
2016-01-07;62;84;Hercules;1044;1485;996;620;377;1802;11;Não
2016-11-11;67;79;Hercules;494;1622;790;1419;965;1264;35;Não
2016-03-19;62;86;Hercules;1376;697;306;571;1713;730;51;Não
2016-07-17;66;88;Hercules;1584;978;1990;1726;1570;1350;41;Não
2016-05-03;63;84;Hercules;1420;1330;1031;1444;1182;1176;144;Não
2016-01-22;65;85;Hercules;339;1658;1655;783;492;250;2;Não
2016-02-06;60;81;Hercules;1254;1907;1711;1086;1841;1446;178;Não
2016-06-02;63;80;Hercules;1348;1083;156;1788;800;1276;45;Não
2016-03-16;65;82;Hercules;1797;1731;1704;1394;1412;950;96;Não
2016-05-03;61;84;Hercules;1881;828;1663;1743;1778;1184;149;Não
2016-09-12;62;90;Hercules;533;1929;461;1289;697;431;103;Não
2016-09-21;63;80;Hercules;1768;419;1641;594;877;1383;37;Não
2016-04-09;64;79;Hercules;1186;953;1740;653;1206;469;47;Não
2016-08-16;63;86;Hercules;401;496;298;706;210;1683;90;Não
2016-03-04;67;77;Hercules;347;1046;1998;1424;518;853;23;Não
2016-08-28;66;83;Hercules;1334;1339;942;394;1774;1040;141;Não
2016-10-18;68;82;Hercules;423;932;1246;661;1341;1451;107;Não
2016-04-12;60;86;Hercules;1842;1114;1317;245;1987;1827;34;Não
2016-01-31;66;75;Hercules;1619;328;809;1239;412;1330;35;Não
2016-09-27;60;84;Hercules;483;1512;525;1810;189;1591;13;Não
2016-08-19;64;88;Hercules;1078;1378;1724;409;382;1911;159;Não
2016-09-03;63;91;Hercules;429;964;184;1988;1385;1332;54;Não
2016-08-01;68;84;Hercules;1899;746;1407;924;1517;668;3;Não
2016-03-25;67;81;Hercules;242;429;860;355;1489;756;1;Não
2016-10-12;61;82;Hercules;624;940;1384;1728;657;1419;90;Não
2016-05-03;61;77;Hercules;1718;1491;783;1628;1383;1625;148;Não
2016-10-09;65;85;Hercules;1738;1233;1487;1738;844;1385;17;Não
2016-01-04;64;84;Hercules;689;220;1996;1225;1814;1062;5;Não
2016-02-03;60;81;Hercules;755;421;1216;1038;217;727;107;Não
2016-01-04;63;82;Hercules;756;1003;1431;662;636;784;8;Não
2016-07-20;63;93;Hercules;660;873;573;1862;1647;1986;118;Não
2016-12-08;67;82;Hercules;1862;610;859;1525;1489;626;4;Não
2016-09-24;68;83;Hercules;1858;207;1406;434;577;1003;2;Não
2016-04-09;61;81;Hercules;973;1735;1388;351;917;1825;49;Não
2016-05-18;64;83;Hercules;1560;661;1342;1274;1678;1026;30;Não
2016-07-05;62;82;Hercules;1231;314;1676;1109;1196;1367;255;Não
2016-07-29;62;90;Hercules;1180;853;334;700;1447;1392;90;Não
2016-04-24;61;83;Hercules;1714;436;401;457;231;591;316;Não
2016-12-20;67;83;Hercules;1090;264;1501;383;431;798;74;Não
2016-04-24;65;85;Hercules;904;1743;747;1360;1458;1110;317;Não
2016-10-24;68;81;Hercules;421;502;1836;489;167;280;249;Não
2016-12-20;68;75;Hercules;1320;1853;609;1200;1681;1715;77;Não
2016-12-23;67;79;Hercules;620;912;380;2005;1751;526;149;Não
2016-08-22;63;85;Hercules;1670;1615;1719;362;1132;333;230;Não
2016-12-20;60;80;Hercules;1162;707;1633;1227;1486;968;79;Não
2016-09-24;67;89;Hercules;543;574;430;1119;810;843;1;Não
2016-10-15;62;83;Hercules;1036;982;859;211;1243;1566;35;Não
2016-07-14;63;85;Hercules;923;506;387;1519;1825;595;98;Não
2016-02-15;68;78;Hercules;981;542;1736;785;1798;524;1;Não
2016-09-09;67;89;Hercules;426;367;293;1254;326;1325;31;Não
2016-12-29;66;82;Hercules;1388;1977;1919;1192;216;1114;99;Não
2016-11-08;64;80;Hercules;1907;1835;201;692;1147;1638;29;Não
2016-06-26;68;82;Hercules;203;735;530;1930;1281;1851;37;Não
2016-02-24;62;78;Hercules;1792;356;685;1952;305;272;150;Não
2016-07-23;68;91;Hercules;1017;941;1683;1101;1753;1027;186;Não
2016-09-21;61;80;Hercules;454;880;1568;1393;988;1289;41;Não
2016-11-11;67;77;Hercules;1299;1906;224;1983;904;1465;41;Não
2016-10-15;64;82;Hercules;1403;1175;858;1690;1625;900;37;Não
2016-06-05;64;81;Hercules;1043;1725;192;431;1846;1349;64;Não
2016-09-06;66;89;Hercules;159;1271;1695;656;725;1900;1;Não
2016-09-21;62;87;Hercules;310;580;286;905;1756;749;38;Não
2016-02-21;66;78;Hercules;1136;530;1544;1771;1128;1407;76;Não
2016-05-12;62;81;Hercules;601;1570;1498;218;720;495;7;Não
2016-04-30;65;86;Hercules;1483;766;1196;1629;1329;1370;75;Não
2016-01-31;68;80;Hercules;1092;1217;797;1936;646;675;30;Não
2016-08-07;62;86;Hercules;1119;1596;172;1421;924;683;46;Não
2016-05-30;67;81;Hercules;579;512;171;734;1489;699;2;Não
2016-09-21;60;89;Hercules;912;1909;1636;364;910;1665;36;Não
2016-03-25;64;88;Hercules;1927;821;1039;1781;320;1300;2;Não
2016-12-02;60;83;Hercules;1354;1829;1189;1788;1436;1886;31;Não
2016-05-21;60;84;Hercules;1454;574;1818;1744;1956;611;45;Não
2016-04-03;61;85;Hercules;957;1965;1140;203;306;1945;20;Não
2016-12-11;66;81;Hercules;1626;1947;1106;1272;1927;1558;74;Não
2016-04-15;66;87;Hercules;1651;1980;348;537;1335;199;99;Não
2016-02-24;67;75;Hercules;1114;1309;1577;821;1476;1382;152;Não
2016-03-31;68;83;Hercules;637;355;1968;1922;1629;285;29;Não
2016-12-05;67;84;Hercules;1895;1083;884;1842;1288;1902;35;Não
2016-11-05;61;78;Hercules;1464;194;866;442;203;1557;10;Não
2016-11-14;66;80;Hercules;723;162;1402;1817;1320;923;108;Não
2016-10-18;60;90;Hercules;1757;1679;1221;1203;1241;1947;104;Não
2016-10-06;62;85;Hercules;479;751;1151;1274;1436;1403;80;Não
2016-10-18;67;85;Hercules;1134;1892;2000;1634;523;552;109;Não
2016-08-10;62;92;Hercules;446;1525;1953;1134;1039;1855;118;Não
2016-06-14;64;87;Hercules;478;1602;1056;1642;1737;542;193;Não
2016-07-14;60;83;Hercules;404;528;1099;1378;414;1466;96;Não
2016-12-02;66;85;Hercules;1474;551;568;1888;1864;1224;32;Não
2016-02-18;63;81;Hercules;769;318;919;1091;1583;716;7;Não
2016-07-29;61;93;Hercules;647;1434;185;1305;1146;1510;93;Não
2016-03-04;68;83;Hercules;328;816;169;994;780;787;21;Não
2016-08-22;66;94;Hercules;674;1191;1218;1303;1207;996;231;Não
2016-05-12;62;82;Hercules;1497;504;1209;372;913;1404;6;Não
2016-06-17;64;91;Hercules;1644;658;719;652;819;1232;266;Não
2016-07-02;64;91;Hercules;211;608;1615;976;1740;1482;179;Não
2016-12-14;67;80;Hercules;926;225;221;1931;1458;1882;148;Não
2016-02-27;65;78;Hercules;588;850;1345;753;1225;200;14;Não
2016-11-08;61;88;Hercules;1753;1271;1329;1641;1156;1859;31;Não
2016-12-11;67;82;Hercules;1036;414;1235;1990;463;367;76;Não
2016-03-16;61;76;Hercules;1941;791;1639;1074;493;630;95;Não
2016-06-08;63;79;Hercules;1502;1409;1711;496;1169;1325;52;Não
2016-07-23;67;92;Hercules;773;577;283;1538;998;1548;189;Não
2016-03-10;61;79;Hercules;1448;204;778;2006;1679;1226;20;Não
2016-12-17;65;85;Hercules;193;773;288;1015;635;1190;6;Não
2016-03-04;64;76;Hercules;593;1002;1590;1370;1520;309;19;Não
2016-05-24;67;83;Hercules;1596;674;504;1699;427;1247;42;Não
2016-02-18;61;80;Hercules;879;1534;1510;157;1385;646;6;Não
2016-05-24;61;84;Hercules;372;1500;364;878;1836;1843;41;Não
2016-10-27;64;86;Hercules;479;1680;329;1572;1499;652;20;Não
2016-09-30;67;83;Hercules;1780;1176;1010;1763;806;1719;80;Não
2016-06-05;75;85;Hercules;1122;1278;1106;1695;1308;517;63;Não
2016-03-07;64;75;Hercules;1298;1143;592;976;1052;1536;54;Não
2016-09-21;62;90;Hercules;1440;884;722;1468;1853;1022;35;Não
2016-01-25;68;84;Hercules;1458;776;1735;765;1082;1136;67;Não
2016-03-07;64;81;Hercules;491;997;1246;825;1630;1272;57;Não
2016-02-03;63;85;Hercules;373;1267;487;332;542;259;100;Não
2016-10-27;68;83;Hercules;1413;368;1960;1258;1845;586;23;Não
2016-07-05;63;92;Hercules;1951;1330;810;724;1692;1715;249;Não
2016-07-02;61;86;Hercules;743;1389;714;1263;619;747;181;Não
2016-08-10;68;85;Hercules;1206;1794;1026;248;1982;757;123;Não
2016-05-21;66;87;Hercules;1350;1120;229;627;1273;1559;50;Não
2016-07-14;68;89;Hercules;1009;640;1104;1173;1948;1236;99;Não
2016-03-04;66;78;Hercules;1965;1112;279;1450;1926;450;22;Não
2016-07-20;64;88;Hercules;378;359;1350;798;1312;322;114;Não
2016-08-13;67;87;Hercules;393;1141;705;1783;1021;750;16;Não
2016-04-03;62;81;Hercules;385;1323;164;253;1398;1379;17;Não
2016-05-30;67;77;Hercules;1656;940;1173;1356;1458;559;7;Não
2016-07-29;62;82;Hercules;1480;711;1420;1105;1841;615;95;Não
2016-11-17;68;87;Hercules;1873;1654;644;168;1348;707;3;Não
2016-07-11;65;87;Hercules;239;1752;970;622;1948;463;22;Não
2016-04-12;61;88;Hercules;230;1130;1107;1905;1888;1269;29;Não
2016-08-28;66;83;Hercules;813;1977;1998;838;442;587;142;Não
2016-03-01;68;82;Hercules;1960;390;1006;1920;300;1000;1;Não
2016-03-25;68;78;Hercules;915;1680;1333;621;743;877;4;Não
2016-12-23;63;82;Hercules;858;1401;1134;568;1240;1189;152;Não
2016-06-02;64;81;Hercules;1097;409;1868;1282;1654;1487;42;Não
2016-01-28;60;80;Hercules;1972;1445;1437;819;354;184;54;Não
2016-12-14;66;85;Hercules;325;240;1769;559;1149;1463;147;Não
2016-08-13;64;87;Hercules;966;1081;291;205;430;426;14;Não
2016-06-29;64;93;Hercules;1016;194;395;1448;290;249;109;Não
2016-06-08;60;81;Hercules;865;660;1808;649;256;1491;54;Não
2016-08-19;62;85;Hercules;456;292;1227;679;1861;722;156;Não
2016-08-10;65;82;Hercules;224;204;283;1945;331;1093;119;Não
2016-04-27;66;78;Hercules;549;732;1302;1629;617;1025;2;Não
2016-09-03;61;93;Hercules;678;1230;1489;1819;1772;1710;60;Não
2016-02-12;68;79;Hercules;1519;466;1173;1579;1210;342;15;Não
2016-01-22;66;77;Hercules;276;952;364;813;603;275;1;Não
2016-02-15;60;78;Hercules;958;434;704;2004;669;1525;2;Não
2016-09-15;67;94;Hercules;1576;427;1577;1002;1249;1029;174;Não
2016-03-28;67;87;Hercules;1762;457;407;815;1332;648;59;Não
2016-07-26;68;89;Hercules;1459;1393;1918;664;693;993;21;Não
2016-09-18;62;85;Hercules;428;1524;180;337;1202;861;26;Não
2016-07-29;66;87;Hercules;331;1656;1937;243;1508;1012;89;Não
2016-08-31;62;85;Hercules;1897;268;1845;387;1701;814;215;Não
2016-05-27;63;78;Hercules;1872;220;1331;180;772;824;5;Não
2016-01-31;68;76;Hercules;281;215;940;657;449;1466;34;Não
2016-04-06;63;88;Hercules;657;454;646;1791;364;506;90;Não
2016-09-18;67;83;Hercules;1938;1008;1505;1853;257;944;29;Não
2016-07-29;66;90;Hercules;582;458;1087;597;215;1531;92;Não
2016-10-12;60;82;Hercules;514;596;415;1022;1409;650;88;Não
2016-07-14;60;83;Hercules;436;1143;186;1402;619;1119;95;Não
2016-09-09;68;83;Hercules;1164;1911;433;1304;730;811;30;Não
2016-10-15;61;88;Hercules;246;455;219;743;573;888;32;Não
2016-05-21;66;81;Hercules;369;1239;270;364;1117;839;44;Não
2016-08-01;67;82;Hercules;1984;1772;772;1095;1559;984;8;Não
2016-08-19;67;83;Hercules;593;603;623;1173;618;479;163;Não
2016-02-12;62;84;Hercules;1202;274;961;930;1342;1768;18;Não
2016-09-06;62;88;Hercules;1134;714;720;1453;1439;587;47;Não
2016-04-09;64;86;Hercules;1811;729;1699;431;1835;1970;50;Não
2016-01-28;66;75;Hercules;663;436;545;233;309;506;59;Não
2016-12-23;64;84;Hercules;1641;1844;358;1192;1239;1483;147;Não
2016-01-01;61;83;Hercules;525;1630;1740;583;646;319;100;Não
2016-06-17;63;85;Hercules;338;1371;1666;799;1231;1761;267;Não
2016-06-20;60;84;Hercules;472;710;1458;638;1630;1982;27;Não
2016-06-14;63;81;Hercules;155;1054;694;1387;1557;713;199;Não
2016-12-17;60;84;Hercules;1893;1307;1203;1180;1029;275;5;Não
2016-09-12;60;92;Hercules;1688;1334;1660;1954;946;1879;99;Não
2016-01-13;64;85;Hercules;716;1736;371;492;389;1519;20;Não
2016-03-04;61;76;Hercules;1342;636;1683;1651;1310;594;17;Não
2016-12-02;60;82;Hercules;1618;1183;978;2011;1670;632;33;Não
2016-06-14;63;92;Hercules;1955;1397;1860;1022;1002;1922;197;Não
2016-04-09;67;87;Hercules;1208;633;875;878;1648;398;43;Não
2016-12-05;68;84;Hercules;1402;1873;252;1752;741;1999;37;Não
2016-05-15;68;78;Hercules;686;1171;1153;783;871;1226;74;Não
2016-08-19;62;87;Hercules;1756;1609;1501;313;763;387;162;Não
2016-11-02;65;84;Hercules;1755;606;1061;768;1221;623;164;Não
2016-08-31;65;89;Hercules;1773;1453;749;1525;1664;656;212;Não
2016-09-12;64;91;Hercules;709;1786;1047;1660;1596;1466;105;Não
2016-08-07;68;81;Hercules;995;1706;1433;1911;602;946;53;Não
2016-09-15;62;95;Hercules;1155;355;1556;1223;935;776;173;Não
2016-04-27;62;80;Hercules;1956;1347;1126;1698;804;567;387;Não
2016-09-03;68;82;Hercules;1567;658;514;1295;190;1918;53;Não
2016-06-14;66;92;Hercules;742;966;1951;1974;1001;1558;196;Não
2016-02-09;60;82;Hercules;1739;1210;1981;1227;338;794;250;Não
2016-06-26;65;83;Hercules;330;1870;997;267;437;1440;35;Não
2016-10-12;64;88;Hercules;612;1445;1475;2007;1225;1808;85;Não
2016-05-03;64;87;Hercules;1690;1119;1758;850;875;896;145;Não
2016-11-14;63;85;Hercules;1392;1816;1639;1183;745;850;109;Não
2016-06-05;66;77;Hercules;1330;1339;1320;869;1969;528;60;Não
2016-04-12;68;86;Hercules;691;620;1281;1784;1460;1818;31;Não
2016-06-20;65;84;Hercules;1737;1925;732;338;1862;272;24;Não
2016-05-21;66;81;Hercules;1372;750;297;410;274;1787;49;Não
2016-05-18;63;81;Hercules;712;170;955;597;860;1546;23;Não
2016-09-12;61;90;Hercules;1289;992;1724;864;852;837;104;Não
2016-01-07;68;82;Hercules;1059;1386;646;307;275;940;6;Não
2016-08-19;68;84;Hercules;1219;827;1170;563;1361;1200;161;Não
2016-10-03;67;84;Hercules;530;1697;1319;1838;321;160;5;Não
2016-09-15;67;88;Hercules;1287;549;664;956;613;1685;171;Não
2016-10-21;65;86;Hercules;1810;496;1865;583;906;472;177;Não
2016-11-05;60;78;Hercules;1598;652;694;1622;1539;546;11;Não
2016-06-14;64;83;Hercules;587;1951;1643;1008;368;1862;198;Não
2016-09-27;67;85;Hercules;681;1673;1725;553;604;1508;8;Não
2016-08-04;62;88;Hercules;1233;440;1831;790;227;1733;78;Não
2016-12-26;62;77;Hercules;784;1963;1220;911;1780;653;25;Não
2016-08-04;62;87;Hercules;1309;1060;1467;1666;1130;1353;79;Não
2016-10-12;65;92;Hercules;1355;1134;888;891;1109;422;86;Não
2016-06-23;66;86;Hercules;1176;714;1059;1619;163;621;3;Não
2016-09-12;61;82;Hercules;1392;1377;1323;1568;1471;1487;102;Não
2016-09-24;63;90;Hercules;1551;1416;1737;1631;681;775;8;Não
2016-12-20;60;79;Hercules;203;624;181;690;992;1470;75;Não
2016-02-12;68;83;Hercules;403;422;392;602;1406;628;14;Não
2016-07-02;60;88;Hercules;1054;1170;1662;1498;1077;961;182;Não
2016-05-09;68;84;Hercules;1885;591;725;1482;1075;1892;109;Não
2016-10-30;62;80;Hercules;540;518;856;1689;316;239;92;Não
2016-06-20;65;91;Hercules;817;1008;1408;282;1342;459;23;Não
2016-02-15;60;84;Hercules;1710;598;1150;668;1930;222;52;Não
2016-10-30;63;86;Hercules;436;1234;974;506;173;269;95;Não
2016-01-19;61;78;Hercules;1026;1730;600;1817;273;516;2;Não
2016-08-31;64;87;Hercules;575;1124;1065;1131;1025;1142;214;Não
2016-10-27;67;86;Hercules;775;1516;1661;318;508;1519;26;Não
2016-04-18;62;81;Hercules;1885;1122;1635;1764;1072;580;178;Não
2016-03-22;66;83;Hercules;364;733;1893;373;1332;1756;57;Não
2016-02-12;63;76;Hercules;618;1223;1706;423;292;366;17;Não
2016-10-30;60;87;Hercules;1812;1797;655;1395;1349;1102;98;Não
2016-07-23;61;82;Hercules;1571;1428;455;495;1710;1573;190;Não
2016-04-09;64;81;Hercules;253;797;1600;1301;391;1202;44;Não
2016-07-26;65;83;Hercules;1329;465;1693;1370;1404;441;19;Não
2016-10-21;67;92;Hercules;329;1145;971;1453;449;525;175;Não
2016-05-15;61;77;Hercules;1289;1094;1254;1959;530;1659;79;Não
2016-11-20;60;82;Hercules;277;1361;1001;1739;1042;1260;77;Não
2016-05-18;61;86;Hercules;580;1338;408;1403;877;1065;28;Não
2016-02-03;67;85;Hercules;1565;842;779;775;161;1488;105;Não
2016-03-07;62;84;Hercules;1229;1842;1129;1510;792;405;59;Não
2016-11-14;64;87;Hercules;1007;553;1047;477;1231;769;107;Não
2016-09-24;60;80;Hercules;737;1534;910;1518;338;1559;6;Não
2016-12-05;64;76;Hercules;1899;1870;1980;334;499;573;38;Não
2016-09-30;67;88;Hercules;1352;220;782;608;286;1002;84;Não
2016-04-15;64;86;Hercules;1330;792;1975;1625;238;1262;101;Não
2016-04-18;63;84;Hercules;1250;1497;463;1804;562;1355;177;Não
2016-02-15;66;81;Hercules;736;510;971;204;908;1906;53;Não
2016-11-20;62;77;Hercules;1647;347;873;1664;826;1563;78;Não
2016-03-28;67;77;Hercules;1196;815;1481;387;883;1504;58;Não
2016-06-26;61;92;Hercules;1312;1689;395;1528;529;175;39;Não
2016-01-10;60;78;Hercules;451;1113;1585;953;1317;512;76;Não
2016-03-13;61;78;Hercules;1171;1072;312;1618;1381;612;21;Não
2016-03-10;62;76;Hercules;1666;594;1272;1863;1281;1994;22;Não
2016-06-05;63;80;Hercules;1462;817;1640;628;607;1416;61;Não
2016-10-15;61;80;Hercules;1727;550;1964;848;885;1597;31;Não
2016-12-14;61;75;Hercules;825;379;1382;451;192;1657;151;Não
2016-01-25;66;77;Hercules;2009;1062;796;1212;584;643;73;Não
2016-11-26;60;78;Hercules;1529;1345;455;493;222;160;29;Não
2016-08-07;62;87;Hercules;241;999;1386;669;420;916;47;Não
2016-10-09;62;91;Hercules;1188;1502;827;1683;433;1930;11;Não
2016-11-23;62;84;Hercules;526;728;208;397;1605;1785;150;Não
2016-06-26;60;89;Hercules;1304;1931;1220;1698;564;915;36;Não
2016-10-06;62;89;Hercules;987;2002;1806;2007;885;1430;76;Não
2016-07-20;65;92;Hercules;1126;1872;968;848;1656;1754;117;Não
2016-04-27;68;88;Hercules;823;287;1921;727;1621;808;6;Não
2016-12-26;67;83;Hercules;162;438;691;1262;1448;1219;28;Não
2016-04-15;62;77;Hercules;1589;1368;1132;1459;1932;1281;100;Não
2016-01-13;64;79;Hercules;483;1551;1141;838;433;1252;24;Não
2016-02-18;61;75;Hercules;610;1879;213;1614;616;792;5;Não
2016-06-11;62;85;Hercules;665;924;1663;1719;760;1219;126;Não
2016-08-13;67;92;Hercules;1339;1580;674;1807;1614;994;19;Não
2016-06-29;63;89;Hercules;946;1409;196;631;489;1366;108;Não
2016-10-24;60;82;Hercules;1942;844;1356;758;1663;244;248;Não
2016-12-17;68;80;Hercules;364;1651;1059;1096;911;373;2;Não
2016-11-17;68;84;Hercules;832;661;416;286;1287;1841;9;Não
2016-11-17;68;77;Hercules;1762;260;231;1281;875;1569;8;Não
2016-07-05;63;87;Hercules;352;1283;1655;957;1616;1690;252;Não
2016-10-18;60;89;Hercules;577;1530;741;1461;593;1832;103;Não
2016-10-27;66;78;Hercules;1510;1172;1057;1620;1575;1257;21;Não
2016-08-22;62;94;Hercules;945;1748;1323;559;593;1295;232;Não
2016-12-08;66;77;Hercules;1531;897;848;1764;206;1170;8;Não
2016-07-02;67;92;Hercules;1776;1243;190;177;530;473;183;Não
2016-03-04;63;78;Hercules;804;1712;1087;1450;987;1390;20;Não
2016-08-04;62;93;Hercules;1987;1274;892;164;849;1191;75;Não
2016-08-31;60;87;Hercules;1509;1666;1644;263;1358;1627;211;Não
2016-10-06;64;90;Hercules;762;1345;1559;1503;431;292;77;Não
2016-01-16;68;77;Hercules;1347;404;517;157;1935;1959;97;Não
2016-05-18;60;83;Hercules;339;1446;1394;822;1866;472;29;Não
2016-05-27;68;83;Hercules;1407;183;328;697;1447;709;1;Não
2016-06-23;64;88;Hercules;167;1972;803;214;1870;521;1;Não
2016-02-06;64;83;Hercules;505;1631;1317;206;1739;1932;172;Não
2016-02-18;62;75;Hercules;1740;1520;497;1976;303;1847;9;Não
